場站代號,場站中文名稱,場站所屬行政區,中文地址,場站總停車格數,目前可借車輛數,目前可還空位數,資料更新時間,緯度,經度,場站營運狀態,"各車種可借數量明細(一般車,電輔車)",抓取時間
500603070,YouBike2.0_臺中市立居仁國民中學,西區,民生路/自由路一段口(北側),43,28,15,2026-08-21 15:07:05,24.13657,120.67834,1,"28,0",2026-08-21 15:12:29.741980
500603072,YouBike2.0_柳川東自治街口,西區,柳川東路二段/自治街口(西南側),15,4,11,2026-08-21 14:46:03,24.138997,120.670262,1,"4,0",2026-08-21 15:12:29.741980
500603073,YouBike2.0_忠明高中(博館路華美街口),西區,博館路/華美街二段口(東側),28,9,19,2026-08-21 15:07:05,24.15837,120.66249,1,"9,0",2026-08-21 15:12:29.741980
500603074,YouBike2.0_大勇國小(五權八街),西區,五權八街/五權西五街口(西北側),18,12,6,2026-08-21 14:45:03,24.13434,120.6601,1,"12,0",2026-08-21 15:12:29.741980
500603076,YouBike2.0_臺灣大道臺灣大道二段179巷口,西區,臺灣大道二段157號前,11,2,9,2026-08-21 12:40:04,24.15162,120.66867,1,"2,0",2026-08-21 15:12:29.741980
500603077,YouBike2.0_中正國小(臺灣大道二段179巷),西區,臺灣大道二段179巷8號(對側),14,13,1,2026-08-21 14:37:16,24.15144,120.66801,1,"13,0",2026-08-21 15:12:29.741980
500603078,YouBike2.0_建國民生路口(東南側),西區,建國路/民生路口(東南側),13,12,1,2026-08-21 15:05:03,24.13486,120.68051,1,"12,0",2026-08-21 15:12:29.741980
500603079,YouBike2.0_大益立體停車場,西區,大忠街/向上路一段口(西南側),10,0,10,2026-08-21 15:08:16,24.14658,120.65669,1,"0,0",2026-08-21 15:12:29.741980
500603080,YouBike2.0_忠明高中(華美街),西區,華美街二段/健行路946巷口(西南側),30,12,18,2026-08-21 15:11:03,24.15998,120.66339,1,"12,0",2026-08-21 15:12:29.741980
500603081,YouBike2.0_臺中市中興地政事務所,西區,東興路三段246號(東側),15,2,13,2026-08-21 15:08:03,24.15368,120.65377,1,"1,1",2026-08-21 15:12:29.741980
500603082,YouBike2.0_忠明南向上北路口,西區,忠明南路/向上北路口(西北側),15,6,9,2026-08-21 14:57:02,24.147967,120.657182,1,"6,0",2026-08-21 15:12:29.741980
500603083,YouBike2.0_臺灣大道五權路口(南側),西區,臺灣大道一段703號前,15,7,8,2026-08-21 15:08:03,24.1473,120.67374,1,"7,0",2026-08-21 15:12:29.741980
500603084,YouBike2.0_忠明博館路口,西區,忠明路52號對側,21,5,16,2026-08-21 15:07:05,24.15893,120.66069,1,"5,0",2026-08-21 15:12:29.741980
500603085,YouBike2.0_美村公園,西區,五權西四街13巷11號旁,25,2,23,2026-08-21 15:11:03,24.13895,120.66181,1,"2,0",2026-08-21 15:12:29.741980
500603086,YouBike2.0_臺灣大道五權路口(北側),西區,臺灣大道二段6號,15,10,5,2026-08-21 15:07:05,24.14805,120.6734,1,"9,1",2026-08-21 15:12:29.741980
500603087,YouBike2.0_中興昇平街口,西區,中興街33號,18,8,10,2026-08-21 15:02:03,24.14521,120.66312,1,"8,0",2026-08-21 15:12:29.741980
500603088,YouBike2.0_中興中興街285巷口,西區,中興街/中興街285巷口,16,4,12,2026-08-21 15:10:05,24.15386,120.66329,1,"4,0",2026-08-21 15:12:29.741980
500604001,YouBike2.0_捷運大慶站,南區,建國北路一段11號,19,11,8,2026-08-21 15:10:05,24.11914,120.64744,1,"11,0",2026-08-21 15:12:29.741980
500604002,YouBike2.0_工學北工學路口(東北側),南區,工學北路226號對側,27,7,20,2026-08-21 14:58:02,24.11732,120.65907,1,"7,0",2026-08-21 15:12:29.741980
500604003,YouBike2.0_臺中高工,南區,高工路/工學二街口(西北側),50,11,39,2026-08-21 14:51:03,24.11343,120.66320,1,"11,0",2026-08-21 15:12:29.741980
500604004,YouBike2.0_三民西忠明南路口(西側),南區,三民西路/忠明南路口(西側),13,6,7,2026-08-21 14:50:04,24.13016,120.65687,1,"6,0",2026-08-21 15:12:29.741980
500604005,YouBike2.0_忠明南南屯路口,南區,忠明南路456號(對側人行道),52,14,38,2026-08-21 15:08:02,24.13371,120.6574,1,"13,1",2026-08-21 15:12:29.741980
500604006,YouBike2.0_標準檢驗局臺中分局(工學路),南區,工學路/工學二街口(東北側),16,9,7,2026-08-21 14:51:03,24.11691,120.66414,1,"9,0",2026-08-21 15:12:29.741980
500604008,YouBike2.0_五權車站,南區,建國北路二段131號(對側人行道),80,16,64,2026-08-21 15:11:03,24.12874,120.66611,1,"16,0",2026-08-21 15:12:29.741980
500604009,YouBike2.0_學府永和街口,南區,學府路133號前,27,3,24,2026-08-21 15:11:03,24.12833,120.67435,1,"3,0",2026-08-21 15:12:29.741980
500604011,YouBike2.0_國光忠明南路口,南區,國光路/忠明南路口(西南側),35,3,32,2026-08-21 15:05:03,24.11891,120.6791,1,"3,0",2026-08-21 15:12:29.741980
500604012,YouBike2.0_明德中學附設幼兒園,南區,忠明南路/忠明南路1261巷口(東北側),30,1,29,2026-08-21 14:52:03,24.11925,120.68204,1,"1,0",2026-08-21 15:12:29.741980
500604013,YouBike2.0_福順公園(平順街),南區,平順街/復興路二段99巷口(西南側),30,9,21,2026-08-21 15:09:04,24.12411,120.66232,1,"9,0",2026-08-21 15:12:29.741980
500604014,YouBike2.0_和平公園,南區,復興路二段15巷/文心南十路口(西北側),17,9,8,2026-08-21 14:27:04,24.1189,120.65804,1,"9,0",2026-08-21 15:12:29.741980
500604015,YouBike2.0_東興文心南十路口,南區,東興路一段/文心南十路口,20,4,16,2026-08-21 15:10:05,24.11804,120.6579,1,"3,1",2026-08-21 15:12:29.741980
500604016,YouBike2.0_文心南建國南路口,南區,文心南路/建國南路一段口(東北側),18,13,4,2026-08-21 15:11:03,24.120506,120.65034,1,"13,0",2026-08-21 15:12:29.741980
500604017,YouBike2.0_西川一建國北路口,南區,西川一路/建國北路口(東北側),35,1,34,2026-08-21 15:11:18,24.125,120.65754,1,"1,0",2026-08-21 15:12:29.741980
500604018,YouBike2.0_國光國小(仁和路),南區,國光路261號,14,4,10,2026-08-21 15:11:03,24.1263,120.67955,1,"4,0",2026-08-21 15:12:29.741980
500604019,YouBike2.0_崇倫公園(美村路),南區,美村路二段11號(對側人行道),19,10,9,2026-08-21 15:05:03,24.13159,120.66167,1,"9,1",2026-08-21 15:12:29.741980
500604020,YouBike2.0_綠空廊道(美村路),南區,建國北路二段/美村路口(西南側),40,9,31,2026-08-21 15:10:05,24.1272,120.66245,1,"9,0",2026-08-21 15:12:29.741980
500604021,YouBike2.0_民興公園(建國北路),南區,建國北路二段/民興街口,20,10,10,2026-08-21 14:53:02,24.12821,120.66421,1,"10,0",2026-08-21 15:12:29.741980
500604022,YouBike2.0_南平公園(和昌街),南區,和昌街295號(東側人行道),27,7,20,2026-08-21 14:55:03,24.12508,120.66905,1,"7,0",2026-08-21 15:12:29.741980
500604023,YouBike2.0_國立公共資訊圖書館(五權南路),南區,五權南路/建成路口(西北側),44,24,20,2026-08-21 15:03:03,24.126652,120.670323,1,"23,1",2026-08-21 15:12:29.741980
500604024,YouBike2.0_樹義國小(福田五街),南區,福田五街/福田路口(西南側),22,1,21,2026-08-21 15:00:05,24.112372,120.657669,1,"1,0",2026-08-21 15:12:29.741980
500604025,YouBike2.0_建國南路一段236巷口,南區,建國南路一段236巷/建國南路一段口(東南側),29,7,22,2026-08-21 14:54:02,24.123479,120.656993,1,"7,0",2026-08-21 15:12:29.741980
500604026,YouBike2.0_建國北柳川東路口,南區,建國北路二段/柳川東路口(南側),45,3,42,2026-08-21 15:03:03,24.12632,120.659792,1,"3,0",2026-08-21 15:12:29.741980
500604027,YouBike2.0_建國南忠明南730巷口,南區,建國南路/忠明南路730巷口(西北側),15,8,7,2026-08-21 13:47:02,24.124791,120.659691,1,"8,0",2026-08-21 15:12:29.741980
500604028,YouBike2.0_忠孝國光路口(西南側),南區,忠孝路/國光路口(西南側),50,6,44,2026-08-21 14:27:04,24.12789,120.67759,1,"5,1",2026-08-21 15:12:29.741980
500604030,YouBike2.0_福田水資源中心(福田二街),南區,福田二街/福田路(東南側),15,9,6,2026-08-21 15:06:02,24.10888,120.65789,1,"9,0",2026-08-21 15:12:29.741980
500604031,YouBike2.0_大慶街二段6-16巷文心南路口,南區,大慶街二段6-16巷/文心南路口(西南側),35,13,22,2026-08-21 15:06:02,24.11638,120.65387,1,"13,0",2026-08-21 15:12:29.741980
500604032,YouBike2.0_工學南和路口,南區,工學路/南和路口(東南側),29,0,29,2026-08-21 14:55:18,24.116817,120.66844,1,"0,0",2026-08-21 15:12:29.741980
500604033,YouBike2.0_忠明南工學二街口,南區,忠明南路/工學二街口(東南側),13,1,12,2026-08-21 15:11:03,24.11897,120.66449,1,"1,0",2026-08-21 15:12:29.741980
500604034,YouBike2.0_忠明南工學五街口,南區,忠明南路/工學五街口(東南側),12,4,8,2026-08-21 15:03:03,24.119607,120.663345,1,"4,0",2026-08-21 15:12:29.741980
500604035,YouBike2.0_樹仔腳公園,南區,復興北路/德吉街口(東北側),15,4,11,2026-08-21 15:08:02,24.118915,120.653861,1,"4,0",2026-08-21 15:12:29.741980
500604036,YouBike2.0_復興北東興路一段口,南區,復興北路/東興路一段口(東南側),18,6,11,2026-08-21 15:09:04,24.120226,120.65585,1,"6,0",2026-08-21 15:12:29.741980
500604037,YouBike2.0_樹仁公園(福田二街),南區,福田二街336號(對側人行道),40,8,32,2026-08-21 15:06:02,24.10875,120.6527,1,"8,0",2026-08-21 15:12:29.741980
500604038,YouBike2.0_樹義公園(福田三街),南區,福田三街/樹義五街口(西北側),29,6,23,2026-08-21 14:49:04,24.11099,120.6549,1,"6,0",2026-08-21 15:12:29.741980
500604039,YouBike2.0_長春國民運動中心(合作街),南區,合作街46號,13,3,10,2026-08-21 15:11:03,24.13113,120.68065,1,"3,0",2026-08-21 15:12:29.741980
500604040,YouBike2.0_美村南平路口,南區,美村路二段/南平路口(西北側),24,2,22,2026-08-21 14:10:02,24.123776,120.665591,1,"2,0",2026-08-21 15:12:29.741980
500604041,YouBike2.0_樹義園道,南區,工學北路349號(對側園道),24,2,22,2026-08-21 15:07:05,24.11533,120.65652,1,"2,0",2026-08-21 15:12:29.741980
500604042,YouBike2.0_忠明南美村南路口,南區,忠明南路/美村南路口(東南側),32,8,24,2026-08-21 14:49:04,24.11898,120.66733,1,"8,0",2026-08-21 15:12:29.741980
500604043,YouBike2.0_中山醫學大學,南區,建國北路一段110號(對側人行道),99,16,82,2026-08-21 15:11:03,24.1213,120.65132,1,"16,0",2026-08-21 15:12:29.741980
500604044,YouBike2.0_江川公園,南區,永東街/永南街(東南側),24,0,24,2026-08-21 15:05:18,24.12439,120.67149,1,"0,0",2026-08-21 15:12:29.741980
500604045,YouBike2.0_崇倫公園,南區,南屯路一段/美村路二段口(南側),34,5,28,2026-08-21 14:55:03,24.13229,120.66114,1,"5,0",2026-08-21 15:12:29.741980
500604046,YouBike2.0_國立中興大學,南區,興大路/仁德街口,36,23,13,2026-08-21 14:55:03,24.12391,120.67719,1,"23,0",2026-08-21 15:12:29.741980
500604047,YouBike2.0_永興公園,南區,工學路/工學一街口(西南側),26,7,19,2026-08-21 15:07:05,24.11674,120.66488,1,"7,0",2026-08-21 15:12:29.741980
500604048,YouBike2.0_樹德停車場,南區,德富路146巷/德吉街口(東北側),28,7,21,2026-08-21 15:06:02,24.11851,120.65435,1,"7,0",2026-08-21 15:12:29.741980
500604049,YouBike2.0_民興公園,南區,建國北路二段100巷/建國北路二段口,23,8,15,2026-08-21 14:31:03,24.12862,120.66456,1,"8,0",2026-08-21 15:12:29.741980
500604050,YouBike2.0_復興停車場,南區,復興路三段/國光路口(西側),28,2,26,2026-08-21 14:34:03,24.13175,120.67634,1,"2,0",2026-08-21 15:12:29.741980
500604051,YouBike2.0_健康公園附設停車場,南區,五權南路/五權南路380巷口(西北側),30,22,8,2026-08-21 14:53:02,24.12096,120.66988,1,"22,0",2026-08-21 15:12:29.741980
500604052,YouBike2.0_高工南和路口,南區,高工路/南和路口(北側),30,8,20,2026-08-21 14:39:02,24.11456,120.66834,1,"8,0",2026-08-21 15:12:29.741980
500604053,YouBike2.0_樹德柳橋(復興路一段207巷15弄),南區,復興路一段207巷15弄/復興路一段207巷口(西南側),25,3,22,2026-08-21 14:47:04,24.11238,120.64948,1,"3,0",2026-08-21 15:12:29.741980
500604054,YouBike2.0_文化部文化資產園區,南區,復興路三段/合作街口(東南側),40,0,40,2026-08-21 14:55:18,24.13291,120.67989,1,"0,0",2026-08-21 15:12:29.741980
500604055,YouBike2.0_國立中興大學(中興湖),南區,中興路/弘道路口(國立中興大學(中興湖)),52,13,39,2026-08-21 15:09:04,24.12043,120.67369,1,"11,2",2026-08-21 15:12:29.741980
500604056,YouBike2.0_大慶車站,南區,建國南路一段/大慶街二段口(西北側),64,40,24,2026-08-21 15:10:05,24.11859,120.64747,1,"40,0",2026-08-21 15:12:29.741980
500604057,YouBike2.0_四育國中,南區,復興路二段152號前,44,5,39,2026-08-21 15:11:03,24.126,120.66491,1,"5,0",2026-08-21 15:12:29.741980
500604058,YouBike2.0_忠明南復興路口,南區,忠明南路/復興路二段口(西北側),31,10,21,2026-08-21 15:11:03,24.12172,120.66129,1,"10,0",2026-08-21 15:12:29.741980
500604059,YouBike2.0_長春公園,南區,正義街/信義南街口(北側),15,1,14,2026-08-21 15:01:03,24.13041,120.67995,1,"1,0",2026-08-21 15:12:29.741980
500604060,YouBike2.0_文林公園,南區,建國南路二段/建國南路二段150巷口(西南側),17,0,17,2026-08-21 15:03:19,24.127679,120.664414,1,"0,0",2026-08-21 15:12:29.741980
500604061,YouBike2.0_國資圖停車場,南區,新榮街/復興園路口(東北側),25,6,19,2026-08-21 14:45:03,24.12876,120.671259,1,"6,0",2026-08-21 15:12:29.741980
500604062,YouBike2.0_僑泰中學(五權南一路),南區,五權南一路/南和一街口(東南側),25,4,21,2026-08-21 15:10:05,24.112659,120.668668,1,"4,0",2026-08-21 15:12:29.741980
500604063,YouBike2.0_臺中市樹德非營利幼兒園,南區,復興北路/樹德二巷口(東北側),15,0,15,2026-07-12 00:01:03,24.11516,120.64925,0,"0,0",2026-08-21 15:12:29.741980
500604064,YouBike2.0_樹德一巷復興北路口,南區,樹德一巷/復興北路口(東南側),15,9,6,2026-08-21 14:58:02,24.11234,120.64622,1,"9,0",2026-08-21 15:12:29.741980
500604065,YouBike2.0_美村南美村南路23巷口,南區,美村南路/美村南路23巷口(東南側),12,5,7,2026-08-21 15:04:04,24.12108,120.66691,1,"5,0",2026-08-21 15:12:29.741980
500604066,YouBike2.0_興大美村路口,南區,興大路/美村路二段口(東側),20,13,7,2026-08-21 15:10:05,24.122375,120.672031,1,"13,0",2026-08-21 15:12:29.741980
500604067,YouBike2.0_柳川東三民西路口,南區,柳川東路/三民西路口(西北側),12,4,8,2026-08-21 14:37:02,24.130317,120.659526,1,"4,0",2026-08-21 15:12:29.741980
500604068,YouBike2.0_藍花楹公園,南區,五權南路680巷96弄/五權南路614巷(東南側),15,0,15,2026-08-21 15:11:18,24.11232,120.67187,1,"0,0",2026-08-21 15:12:29.741980
500604069,YouBike2.0_大忠南三民西路口,南區,大忠南街/崇倫北街192巷口(西側),11,0,11,2026-08-21 15:07:19,24.130135,120.654973,1,"0,0",2026-08-21 15:12:29.741980
500604071,YouBike2.0_三民西柳川西路口,南區,三民西路/柳川西路一段口(東南側),11,5,6,2026-08-21 15:09:04,24.129927,120.65891,1,"5,0",2026-08-21 15:12:29.741980
500604072,YouBike2.0_忠明南路777巷口,南區,忠明南路/忠明南路777巷口(西南側),22,12,10,2026-08-21 14:50:04,24.123793,120.6602,1,"12,0",2026-08-21 15:12:29.741980
500604073,YouBike2.0_五權建國北路口(西南側),南區,五權路/建國北路口(西南側),33,5,26,2026-08-21 15:11:03,24.12965,120.66831,1,"5,0",2026-08-21 15:12:29.741980
500604074,YouBike2.0_五權建國北路口(東南側),南區,五權路/建國北路口(東南側),30,7,22,2026-08-21 15:05:03,24.12974,120.66854,1,"7,0",2026-08-21 15:12:29.741980
500604075,YouBike2.0_柳川西忠明南路口,南區,柳川西路/忠明南路口(北側),10,2,8,2026-08-21 13:55:04,24.12707,120.65907,1,"2,0",2026-08-21 15:12:29.741980
500604076,YouBike2.0_有恆街114巷口,南區,有恆街114巷/忠孝路57巷口,15,1,14,2026-08-21 15:10:05,24.12847,120.67638,1,"1,0",2026-08-21 15:12:29.741980
500604077,YouBike2.0_國光國小(興大路),南區,興大路/正義街口(西北側),22,4,18,2026-08-21 15:10:05,24.124283,120.680999,1,"4,0",2026-08-21 15:12:29.741980
500604078,YouBike2.0_大慶公園,南區,工學北路339號(東北側),15,4,11,2026-08-21 15:07:05,24.115757,120.657381,1,"4,0",2026-08-21 15:12:29.741980
500604079,YouBike2.0_忠孝路55巷口,南區,忠孝路55巷/忠孝路口(北側),10,0,10,2026-08-21 15:00:23,24.127757,120.676119,1,"0,0",2026-08-21 15:12:29.741980
500604081,YouBike2.0_忠明南南和路口,南區,南和路146號(西北側),12,3,9,2026-08-21 14:42:02,24.118879,120.668454,1,"3,0",2026-08-21 15:12:29.741980
500604082,YouBike2.0_文心南路大忠南街口,南區,文心南路/大忠南街口(東南側),20,4,12,2026-08-21 14:09:03,24.12265,120.64884,1,"4,0",2026-08-21 15:12:29.741980
500604083,YouBike2.0_臺中高工(高工工學六街口),南區,高工工學六街口(東側),50,21,29,2026-08-21 15:10:05,24.113292,120.660878,1,"21,0",2026-08-21 15:12:29.741980
500604084,YouBike2.0_忠明南工學北路口,南區,忠明南路888號(西北側),14,7,7,2026-08-21 14:53:02,24.119991,120.662433,1,"7,0",2026-08-21 15:12:29.741980
500604085,YouBike2.0_文心南文心南十路口,南區,文心南路/文心南十路口(東側),13,0,12,2026-08-21 15:11:18,24.11574,120.65501,1,"0,0",2026-08-21 15:12:29.741980
500604087,YouBike2.0_大慶街一段75巷口(東側),南區,大慶街一段75巷/德富路口(西南側),15,8,7,2026-08-21 14:41:03,24.11198,120.65977,1,"6,2",2026-08-21 15:12:29.741980
500604088,YouBike2.0_西川二西川一路口(西南側),南區,西川二路/西川一路口(西南側),15,3,12,2026-08-21 14:55:03,24.12827,120.65567,1,"3,0",2026-08-21 15:12:29.741980
500604089,YouBike2.0_中山醫學大學(口腔醫學門診部),南區,文心南路/建國北路一段口(西北側),30,10,20,2026-08-21 15:07:05,24.12167,120.64908,1,"10,0",2026-08-21 15:12:29.741980
500604090,YouBike2.0_大慶街二段7巷大慶街口,南區,大慶街二段7巷/大慶街二段口(西南側),12,10,2,2026-08-21 15:06:03,24.11447,120.65228,1,"10,0",2026-08-21 15:12:29.741980
500604091,YouBike2.0_文心南十德富路口,南區,文心南十路/德富路口(東北側),16,4,12,2026-08-21 14:53:02,24.117361,120.656891,1,"4,0",2026-08-21 15:12:29.741980
500604092,YouBike2.0_臺中高工(工學路),南區,工學路/工學五街口(東側),20,5,15,2026-08-21 14:01:03,24.116807,120.662664,1,"5,0",2026-08-21 15:12:29.741980
500604093,YouBike2.0_建成復興園路口,南區,建成路/復興園路口(西北側),15,6,9,2026-08-21 15:02:03,24.126602,120.671686,1,"6,0",2026-08-21 15:12:29.741980
500604094,YouBike2.0_福田水資源中心(屯區工程隊),南區,福田二街20號對側,16,4,12,2026-08-21 15:05:03,24.10897,120.66024,1,"4,0",2026-08-21 15:12:29.741980
500604097,YouBike2.0_信義南街國光路口,南區,信義南街/國光路口,22,4,18,2026-08-21 15:06:03,24.12944,120.67808,1,"4,0",2026-08-21 15:12:29.741980
500604098,YouBike2.0_建成學府路口,南區,建成路/學府路(西側),30,5,25,2026-08-21 14:42:02,24.126575,120.674879,1,"5,0",2026-08-21 15:12:29.741980
500604099,YouBike2.0_大慶街二段11之5巷口,南區,樹德一巷/大慶街二段11之5巷口,15,5,10,2026-08-21 14:55:03,24.11446,120.65183,1,"5,0",2026-08-21 15:12:29.741980
500604100,YouBike2.0_崇倫橋,南區,東興二街/西川二路口(西側),20,5,15,2026-08-21 14:46:03,24.126213,120.656015,1,"5,0",2026-08-21 15:12:29.741980
500604101,YouBike2.0_中興大學_興大二村,南區,國光路329號,28,12,16,2026-08-21 15:04:04,24.12131,120.67949,1,"12,0",2026-08-21 15:12:29.741980
500604106,YouBike2.0_中興大學_男生宿舍,南區,忠明南路/興大路口,37,3,33,2026-08-21 15:09:04,24.11889,120.67195,1,"3,0",2026-08-21 15:12:29.741980
