場站代號,場站中文名稱,場站所屬行政區,中文地址,場站總停車格數,目前可借車輛數,目前可還空位數,資料更新時間,緯度,經度,場站營運狀態,"各車種可借數量明細(一般車,電輔車)",抓取時間
500613029,YouBike2.0_沙鹿區公館公園,沙鹿區,中清路六段161號(東南側),15,7,8,2026-08-21 12:21:03,24.24525,120.61105,1,"7,0",2026-08-21 15:18:14.887777
500613030,YouBike2.0_鹿峰公園,沙鹿區,星河路604號(對側),15,2,13,2026-08-21 06:01:02,24.25923,120.57417,1,"2,0",2026-08-21 15:18:14.887777
500613031,YouBike2.0_鹿峰國小(星河路),沙鹿區,星河路255號(對側),12,0,12,2026-07-12 00:01:03,24.25616,120.5713,0,"0,0",2026-08-21 15:18:14.887777
500613032,YouBike2.0_臺中市立公明國民中學,沙鹿區,中清路六段567號,20,8,11,2026-08-21 14:31:03,24.24971,120.59866,1,"8,0",2026-08-21 15:18:14.887777
500613033,YouBike2.0_向上路七段太平路口(西南側),沙鹿區,太平路112號(西北側),15,5,10,2026-08-21 14:21:03,24.217419,120.547859,1,"5,0",2026-08-21 15:18:14.887777
500613034,YouBike2.0_清泉社區活動中心,沙鹿區,東大路二段1577號(南側),14,5,9,2026-08-21 14:20:05,24.241504,120.614668,1,"5,0",2026-08-21 15:18:14.887777
500613035,YouBike2.0_明秀公園,沙鹿區,正順路/正義路107巷口(東南側),27,2,25,2026-08-21 15:08:03,24.204865,120.572616,1,"2,0",2026-08-21 15:18:14.887777
500613036,YouBike2.0_斗抵社區活動中心,沙鹿區,斗潭路/斗潭路195巷口(西南側),26,3,23,2026-08-21 14:55:03,24.22542,120.55431,1,"3,0",2026-08-21 15:18:14.887777
500613037,YouBike2.0_沙田天仁街口,沙鹿區,沙田路/天仁街口(東北側),15,1,14,2026-08-21 13:18:03,24.22298,120.55704,1,"1,0",2026-08-21 15:18:14.887777
500613038,YouBike2.0_公明國小,沙鹿區,忠貞路213號,10,6,4,2026-08-21 12:24:02,24.24367,120.60837,1,"6,0",2026-08-21 15:18:14.887777
500613039,YouBike2.0_南斗宮,沙鹿區,南陽路三角巷3-1號,14,2,12,2026-08-21 13:42:02,24.21741,120.56791,1,"2,0",2026-08-21 15:18:14.887777
500613040,YouBike2.0_南勢溪口,沙鹿區,南昌路/南斗路(西南側),15,3,12,2026-08-21 06:11:02,24.2154,120.55836,1,"3,0",2026-08-21 15:18:14.887777
500613041,YouBike2.0_中山路紅竹巷口,沙鹿區,中山路/中山路紅竹巷口(西側),15,1,14,2026-08-21 15:09:58,24.23784,120.57052,1,"1,0",2026-08-21 15:18:14.887777
500613042,YouBike2.0_沙田路永和巷口,沙鹿區,沙田路永和巷5號(南側),12,3,9,2026-08-21 08:24:03,24.229117,120.55792,1,"3,0",2026-08-21 15:18:14.887777
500613043,YouBike2.0_舞衫生態公園(自強路),沙鹿區,自強路1028號(西北側),15,3,12,2026-08-21 14:01:03,24.2101,120.5559,1,"3,0",2026-08-21 15:18:14.887777
500613044,YouBike2.0_翔園(中清路六段451巷),沙鹿區,中清路六段451巷/忠貞路20巷(西北側),15,6,9,2026-08-21 14:44:03,24.246797,120.602783,1,"6,0",2026-08-21 15:18:14.887777
500613045,YouBike2.0_斗潭斗潭路393巷口(東北側),沙鹿區,斗潭路402號旁,15,5,10,2026-08-21 15:16:03,24.2308,120.55689,1,"5,0",2026-08-21 15:18:14.887777
500613046,YouBike2.0_興安興安路80巷口,沙鹿區,興安路/興安路80巷口(東南側),15,7,8,2026-08-21 15:12:04,24.22919,120.55081,1,"7,0",2026-08-21 15:18:14.887777
500613047,YouBike2.0_沙鹿運十九棒球場,沙鹿區,保順一街/保成八街口(東北側),15,4,11,2026-08-21 15:06:03,24.208649,120.563949,1,"4,0",2026-08-21 15:18:14.887777
500613048,YouBike2.0_大智路中山路田尾巷366弄口,沙鹿區,大智路一段/中山路田尾巷366弄口(北側),15,5,10,2026-08-21 14:56:02,24.2499,120.55869,1,"5,0",2026-08-21 15:18:14.887777
500613049,YouBike2.0_晉宜公園,沙鹿區,晉文路149巷/晉文路口,20,11,9,2026-08-21 15:11:03,24.22378,120.58084,1,"11,0",2026-08-21 15:18:14.887777
500613051,YouBike2.0_公館國小,沙鹿區,中航路二段40號前,16,4,12,2026-08-21 09:28:02,24.26094,120.59520,1,"4,0",2026-08-21 15:18:14.887777
500613052,YouBike2.0_鹿峰國小(中山路),沙鹿區,中山路/星河路口(東北側),17,4,13,2026-08-21 14:34:03,24.25605,120.56932,1,"4,0",2026-08-21 15:18:14.887777
500613053,YouBike2.0_都發局(沙鹿檔案大樓),沙鹿區,中山路/中山路580巷口,13,1,12,2026-08-21 14:22:21,24.25287,120.56721,1,"1,0",2026-08-21 15:18:14.887777
500613054,YouBike2.0_保成路120巷保成路口,沙鹿區,保成路120巷/保成路口(北側),18,3,15,2026-08-21 11:12:04,24.21217,120.56651,1,"3,0",2026-08-21 15:18:14.887777
500613055,YouBike2.0_向上屏西路口,沙鹿區,向上路七段29號前,20,5,15,2026-08-21 10:27:04,24.20429,120.56615,1,"5,0",2026-08-21 15:18:14.887777
500613056,YouBike2.0_光正街中山路口,沙鹿區,光正街/中山路口(東南側),20,11,9,2026-08-21 14:52:03,24.24431,120.56227,1,"11,0",2026-08-21 15:18:14.887777
500613057,YouBike2.0_正英屏西路口,沙鹿區,正英路/屏西路口(東南側),18,4,14,2026-08-21 15:16:03,24.21172,120.57055,1,"4,0",2026-08-21 15:18:14.887777
500613058,YouBike2.0_屏西正德路口,沙鹿區,屏西路106號旁,18,4,14,2026-08-21 12:04:03,24.20761,120.56831,1,"4,0",2026-08-21 15:18:14.887777
500613059,YouBike2.0_向上保寧路口,沙鹿區,向上路七段110號前,22,5,17,2026-08-21 10:01:03,24.20595,120.56477,1,"5,0",2026-08-21 15:18:14.887777
500613060,YouBike2.0_和睦中航路口,沙鹿區,和睦路三段/中航路一段口,16,8,8,2026-08-21 14:33:05,24.25853,120.60177,1,"8,0",2026-08-21 15:18:14.887777
500613061,YouBike2.0_中山路669巷口,沙鹿區,中山路669巷/星海路口,20,1,19,2026-08-21 15:00:05,24.25757,120.56794,1,"1,0",2026-08-21 15:18:14.887777
500613062,YouBike2.0_臺灣大道中山路口,沙鹿區,中山路407號前,26,13,13,2026-08-21 14:53:02,24.24133,120.56056,1,"12,1",2026-08-21 15:18:14.887777
500613063,YouBike2.0_舞衫生態公園,沙鹿區,三鹿街/寶格街口,15,3,11,2026-08-21 10:25:02,24.20890,120.55552,1,"3,0",2026-08-21 15:18:14.887777
500614001,YouBike2.0_大甲鎮瀾宮,大甲區,鎮瀾街105號(對側停車場),47,2,45,2026-08-21 14:38:04,24.344629,120.623701,1,"2,0",2026-08-21 15:18:14.887777
500614002,YouBike2.0_大甲區壘球場,大甲區,錦上街/雁門路口(東南側),24,13,11,2026-08-21 15:14:04,24.35431,120.62603,1,"13,0",2026-08-21 15:18:14.887777
500614003,YouBike2.0_大甲區公所,大甲區,新政路/三民路口(東南側),22,12,10,2026-08-21 15:17:04,24.34981,120.62264,1,"12,0",2026-08-21 15:18:14.887777
500614004,YouBike2.0_大甲車站,大甲區,中山路一段/蔣公路口(東南側),65,20,45,2026-08-21 15:11:03,24.34418,120.62688,1,"20,0",2026-08-21 15:18:14.887777
500614005,YouBike2.0_大甲體育場,大甲區,大安港路/大安港路53巷口(西北側),26,19,7,2026-08-21 15:15:03,24.35038,120.61575,1,"19,0",2026-08-21 15:18:14.887777
500614006,YouBike2.0_大甲高中,大甲區,水源路/中山路一段口(西南側),30,7,23,2026-08-21 15:16:03,24.34222,120.62265,1,"7,0",2026-08-21 15:18:14.887777
500614007,YouBike2.0_長青活動中心,大甲區,水源路/甲東路口(東北側),30,5,25,2026-08-21 15:06:02,24.34069,120.62702,1,"4,1",2026-08-21 15:18:14.887777
500614008,YouBike2.0_文昌國小,大甲區,育德路/民生路口(西南側),24,13,11,2026-08-21 15:05:03,24.34761,120.6242,1,"13,0",2026-08-21 15:18:14.887777
500614009,YouBike2.0_順天國小,大甲區,經國路/新美街口(東北側),16,2,14,2026-08-21 13:14:03,24.34415,120.61746,1,"2,0",2026-08-21 15:18:14.887777
500614010,YouBike2.0_大甲高工,大甲區,開元路71號(西南側),56,9,47,2026-08-21 13:34:02,24.34661,120.63969,1,"9,0",2026-08-21 15:18:14.887777
500614011,YouBike2.0_日南車站,大甲區,中山路二段140巷口/中山路二段口(東南側),22,12,10,2026-08-21 14:58:02,24.3781,120.65396,1,"6,6",2026-08-21 15:18:14.887777
500614012,YouBike2.0_孟春兒童遊樂場,大甲區,慈德路/慈德路175巷口(西北側),22,3,19,2026-08-21 15:10:05,24.38297,120.653,1,"3,0",2026-08-21 15:18:14.887777
500614013,YouBike2.0_大甲車站旁機車停車場,大甲區,中山路一段/南陽街口(東側),33,8,25,2026-08-21 14:44:03,24.34353,120.62592,1,"8,0",2026-08-21 15:18:14.887777
500614015,YouBike2.0_大甲網球場,大甲區,甲東路/水源路452巷188弄口(西南側),30,4,26,2026-08-21 13:41:03,24.34007,120.63077,1,"4,0",2026-08-21 15:18:14.887777
500614016,YouBike2.0_大甲經國停車場,大甲區,經國路888號(東側停車場),15,7,8,2026-08-21 10:52:03,24.35567,120.62039,1,"7,0",2026-08-21 15:18:14.887777
500614017,YouBike2.0_文昌國小(雁門路),大甲區,雁門路/文昌街口(東北側),20,8,12,2026-08-21 15:13:02,24.34798,120.62334,1,"8,0",2026-08-21 15:18:14.887777
500614018,YouBike2.0_水尾橋,大甲區,中山路一段530號(對側),14,8,6,2026-08-21 14:55:03,24.3396,120.61862,1,"8,0",2026-08-21 15:18:14.887777
500614019,YouBike2.0_甲后停車場,大甲區,甲后路5段519巷/甲后路5段519巷35弄口(西南側),38,6,32,2026-08-21 15:13:02,24.34379,120.627327,1,"5,1",2026-08-21 15:18:14.887777
500614020,YouBike2.0_日南幸福公園,大甲區,黎明路/中山路二段口(東北側),12,4,8,2026-08-20 19:30:03,24.39227,120.65522,1,"4,0",2026-08-21 15:18:14.887777
500614021,YouBike2.0_日南庄福德祠,大甲區,日南路85號,12,6,6,2026-08-21 13:44:03,24.39411,120.64965,1,"6,0",2026-08-21 15:18:14.887777
500614022,YouBike2.0_日南社區暨長照服務活動中心,大甲區,幼二路36號,15,3,12,2026-08-21 14:53:02,24.405765,120.647239,1,"2,1",2026-08-21 15:18:14.887777
500614023,YouBike2.0_建興長壽會館,大甲區,如意路25之1號,11,2,9,2026-08-20 18:35:05,24.414373,120.615143,1,"2,0",2026-08-21 15:18:14.887777
500614024,YouBike2.0_西岐公園,大甲區,順帆路121巷117號(東側公園),15,4,11,2026-08-21 14:44:03,24.421203,120.627193,1,"4,0",2026-08-21 15:18:14.887777
500614025,YouBike2.0_松柏漁港,大甲區,順帆路233號(西北側自行車道),15,5,10,2026-08-21 14:48:03,24.42852,120.617122,1,"5,0",2026-08-21 15:18:14.887777
500614026,YouBike2.0_巨大大甲分公司,大甲區,順帆路19號前,32,6,26,2026-08-21 14:24:03,24.40865,120.63807,1,"6,0",2026-08-21 15:18:14.887777
500614027,YouBike2.0_致用高中,大甲區,水源路452巷70弄/水源路452巷110弄口(南側),30,13,17,2026-08-21 12:58:03,24.341902,120.630141,1,"13,0",2026-08-21 15:18:14.887777
500614028,YouBike2.0_大甲區衛生所,大甲區,德興路34之24號(對側),7,6,1,2026-08-21 15:08:02,24.35034,120.62436,1,"6,0",2026-08-21 15:18:14.887777
500614029,YouBike2.0_文武公園,大甲區,和平路/和平路253巷口(西北側),20,10,10,2026-08-21 14:32:04,24.354969,120.621777,1,"10,0",2026-08-21 15:18:14.887777
500614030,YouBike2.0_日南公園,大甲區,中山路二段/慈德路口(東北側),15,2,13,2026-08-21 13:33:03,24.38203,120.655634,1,"2,0",2026-08-21 15:18:14.887777
500614031,YouBike2.0_大甲區停二停車場,大甲區,甲后路五段335巷77號(南側停車場),12,2,10,2026-08-21 13:05:03,24.343886,120.631383,1,"2,0",2026-08-21 15:18:14.887777
500614032,YouBike2.0_中山路一段568巷口,大甲區,義和二街177巷1號(北側),15,5,10,2026-08-21 14:54:02,24.33932,120.62213,1,"5,0",2026-08-21 15:18:14.887777
500614033,YouBike2.0_日南國小,大甲區,中山路二段568號,9,2,7,2026-08-21 14:20:22,24.38964,120.65425,1,"2,0",2026-08-21 15:18:14.887777
500614034,YouBike2.0_文武國小,大甲區,文曲路61號,12,4,8,2026-08-21 11:25:04,24.33604,120.60097,1,"3,1",2026-08-21 15:18:14.887777
500614035,YouBike2.0_東安文曲路口,大甲區,東安路416號(西南側),10,2,8,2026-08-21 14:04:02,24.333762,120.598093,1,"2,0",2026-08-21 15:18:14.887777
500614038,YouBike2.0_東明國小,大甲區,東明路93號前,8,4,4,2026-08-21 11:57:03,24.374772,120.680576,1,"3,1",2026-08-21 15:18:14.887777
500614039,YouBike2.0_九張犁公園,大甲區,通天路47號(東北側),15,4,11,2026-08-20 18:27:01,24.37339,120.66497,1,"4,0",2026-08-21 15:18:14.887777
500614040,YouBike2.0_賢仁農安路口(西南側),大甲區,賢仁路89號(對側),10,3,7,2026-08-21 14:40:04,24.36009,120.62257,1,"3,0",2026-08-21 15:18:14.887777
500614043,YouBike2.0_順天國小(新美街),大甲區,新美街/永順街口(西北側),11,1,10,2026-08-21 15:16:17,24.34322,120.61907,1,"1,0",2026-08-21 15:18:14.887777
500614044,YouBike2.0_德元宮,大甲區,南北三路16號(西側),12,2,10,2026-08-21 15:11:18,24.36309,120.623671,1,"2,0",2026-08-21 15:18:14.887777
500614046,YouBike2.0_大甲國小,大甲區,育德路201巷/育德路口(西北側),15,9,6,2026-08-21 15:05:03,24.350222,120.625922,1,"9,0",2026-08-21 15:18:14.887777
500614047,YouBike2.0_大甲國中,大甲區,育英路186號(西南側),15,8,7,2026-08-21 15:07:05,24.353295,120.622082,1,"8,0",2026-08-21 15:18:14.887777
500614048,YouBike2.0_大甲青一路,大甲區,青一路/青一路2巷口(西北側),15,5,10,2026-08-21 15:09:04,24.40467,120.642198,1,"3,2",2026-08-21 15:18:14.887777
500614049,YouBike2.0_幼二中山路口,大甲區,幼二路/中山路口(東北側),15,8,7,2026-08-21 14:55:03,24.401339,120.644167,1,"8,0",2026-08-21 15:18:14.887777
500614050,YouBike2.0_光田醫院(大甲院區),大甲區,經國路/蔣公路口(東南側),16,10,5,2026-08-21 14:34:03,24.347557,120.617267,1,"10,0",2026-08-21 15:18:14.887777
500614051,YouBike2.0_江南里活動中心,大甲區,東西六路111號,13,4,9,2026-08-21 14:50:04,24.369982,120.635374,1,"4,0",2026-08-21 15:18:14.887777
500614052,YouBike2.0_東西七南北一路口,大甲區,東西七路一段98號(東南側),15,5,10,2026-08-21 12:03:04,24.36677,120.637299,1,"5,0",2026-08-21 15:18:14.887777
500614053,YouBike2.0_義和二義和三街口,大甲區,義和二街112號旁,15,6,9,2026-08-21 13:19:03,24.33772,120.62004,1,"6,0",2026-08-21 15:18:14.887777
500614054,YouBike2.0_經國東西七路口,大甲區,經國路/東西七路一段口,15,2,13,2026-08-21 07:53:02,24.36574,120.64136,1,"2,0",2026-08-21 15:18:14.887777
500614055,YouBike2.0_大發中山路口,大甲區,大發路211號(東側),18,6,11,2026-08-21 14:29:03,24.3548,120.63267,1,"5,1",2026-08-21 15:18:14.887777
500614056,YouBike2.0_順天國中(新政路),大甲區,新政路460號(對側人行道),20,10,10,2026-08-21 13:43:03,24.34986,120.61371,1,"10,0",2026-08-21 15:18:14.887777
500614057,YouBike2.0_中山東安路口,大甲區,中山路一段/東安路口(東北側),15,3,12,2026-08-21 15:14:04,24.326508,120.608089,1,"2,1",2026-08-21 15:18:14.887777
500614058,YouBike2.0_大甲西濱橋下運動公園,大甲區,北堤西路/堤防路口(東北側),18,5,13,2026-08-20 18:50:03,24.40345,120.61197,1,"4,1",2026-08-21 15:18:14.887777
500614059,YouBike2.0_船頭埔福德宮,大甲區,順帆路127號(南側),15,5,10,2026-08-21 14:52:03,24.43013,120.62585,1,"4,1",2026-08-21 15:18:14.887777
500614061,YouBike2.0_下庄(雜貨店)公車站,大甲區,長壽路/長壽東西九路口(東北側),15,5,10,2026-08-15 17:26:03,24.4243,120.63438,1,"5,0",2026-08-21 15:18:14.887777
500614062,YouBike2.0_中山路一段908巷口,大甲區,中山路一段908巷/中山路一段口(東南側),19,3,16,2026-08-21 14:26:03,24.35084,120.62837,1,"3,0",2026-08-21 15:18:14.887777
500614063,YouBike2.0_朝陽里辦公處,大甲區,新政路/中山路一段口(西北側),21,2,19,2026-08-21 15:07:05,24.34761,120.62734,1,"2,0",2026-08-21 15:18:14.887777
500614064,YouBike2.0_大呷麵本家,大甲區,重義二路153號(西南側),16,3,13,2026-08-21 12:47:02,24.33518,120.61296,1,"3,0",2026-08-21 15:18:14.887777
500614066,YouBike2.0_大甲李綜合醫院,大甲區,新政路282號對側,26,11,14,2026-08-21 15:12:04,24.35128,120.61835,1,"10,1",2026-08-21 15:18:14.887777
500614067,YouBike2.0_龍泉里活動中心,大甲區,吉祥一街9號前,15,3,12,2026-08-21 07:33:04,24.40193,120.63774,1,"2,1",2026-08-21 15:18:14.887777
500615001,YouBike2.0_東新國小,東勢區,勢林街247號(對側人行道),30,6,24,2026-08-21 13:06:02,24.26017,120.82761,1,"6,0",2026-08-21 15:18:14.887777
500615002,YouBike2.0_三民街停車場,東勢區,三民街33號旁,26,4,22,2026-08-21 14:42:02,24.25244,120.8307,1,"4,0",2026-08-21 15:18:14.887777
500615003,YouBike2.0_東勢國小,東勢區,三民街193號(對側人行道),22,9,12,2026-08-21 15:07:05,24.25885,120.82934,1,"9,0",2026-08-21 15:18:14.887777
500615004,YouBike2.0_東新國中,東勢區,東環街123號前,8,4,4,2026-08-21 13:00:03,24.26294,120.83004,1,"4,0",2026-08-21 15:18:14.887777
500615005,YouBike2.0_細停廣1停車場,東勢區,東南街/東蘭路口(東北側),14,4,9,2026-08-21 10:49:03,24.26305,120.82712,1,"3,1",2026-08-21 15:18:14.887777
500615006,YouBike2.0_臺中客家樂活園區,東勢區,圓樓街/圓樓前街口(東南側),11,10,1,2026-08-21 14:57:18,24.24898,120.83556,1,"10,0",2026-08-21 15:18:14.887777
500615007,YouBike2.0_東勢林管處(雙崎工作站),東勢區,東坑路10巷26號(對側人行道),16,1,15,2026-08-21 14:27:04,24.24655,120.83246,1,"1,0",2026-08-21 15:18:14.887777
500615008,YouBike2.0_大茅埔停車場,東勢區,東關路五段432號(北側),10,4,6,2026-08-21 12:24:02,24.203917,120.839755,1,"4,0",2026-08-21 15:18:14.887777
500615009,YouBike2.0_文新二文新五街口,東勢區,文新二街/文新五街口(東南側),16,9,6,2026-08-21 15:03:03,24.266237,120.828421,1,"9,0",2026-08-21 15:18:14.887777
500615010,YouBike2.0_東關路正一街口,東勢區,東關路七段/正一街口,19,4,15,2026-08-21 10:39:02,24.25675,120.82486,1,"4,0",2026-08-21 15:18:14.887777
500615011,YouBike2.0_石城復興宮,東勢區,石城街326號,18,3,15,2026-08-21 06:09:03,24.2853,120.78908,1,"3,0",2026-08-21 15:18:14.887777
500615012,YouBike2.0_東關路第一橫街口,東勢區,東關路七段336號前,18,5,13,2026-08-21 10:09:04,24.25277,120.82674,1,"5,0",2026-08-21 15:18:14.887777
500615013,YouBike2.0_新盛國小,東勢區,新盛街342號前,18,8,10,2026-08-21 12:53:02,24.24369,120.83185,1,"7,1",2026-08-21 15:18:14.887777
500615014,YouBike2.0_東蘭路西門巷粵寧街口,東勢區,東蘭路西門巷76-11號旁,18,7,11,2026-08-21 12:15:04,24.26922,120.82465,1,"7,0",2026-08-21 15:18:14.887777
500615015,YouBike2.0_上城里停車場,東勢區,上城街135號對側,18,7,11,2026-08-21 12:36:03,24.21877,120.83842,1,"7,0",2026-08-21 15:18:14.887777
500615016,YouBike2.0_福隆停車場,東勢區,東坑路188號對側,18,4,13,2026-08-21 13:27:03,24.24515,120.84091,1,"4,0",2026-08-21 15:18:14.887777
500615017,YouBike2.0_大雪山後門公車站,東勢區,東坑路253號對側,18,2,15,2026-08-21 15:01:03,24.24483,120.83723,1,"2,0",2026-08-21 15:18:14.887777
500616001,YouBike2.0_中港國小,梧棲區,文明街66巷/文明街口(西南側),10,1,9,2026-08-21 15:17:04,24.241191,120.555721,1,"1,0",2026-08-21 15:18:14.887777
500616002,YouBike2.0_大智路停車場,梧棲區,大智路二段/大智路二段370巷口(東側),30,9,21,2026-08-21 15:10:05,24.25991,120.53398,1,"9,0",2026-08-21 15:18:14.887777
500616003,YouBike2.0_梧棲國小,梧棲區,文化路二段/民生街口(西南側),26,2,24,2026-08-21 15:15:19,24.25359,120.53005,1,"2,0",2026-08-21 15:18:14.887777
500616004,YouBike2.0_梧棲區公所,梧棲區,中和街66號,24,5,13,2026-08-21 14:24:03,24.25492,120.5315,1,"5,0",2026-08-21 15:18:14.887777
500616005,YouBike2.0_中港高中,梧棲區,文華街/文華街194巷口(東南側),20,5,15,2026-08-21 15:07:05,24.24603,120.54208,1,"5,0",2026-08-21 15:18:14.887777
500616006,YouBike2.0_南簡運動場,梧棲區,大仁路一段465巷88號(對側人行道),18,5,13,2026-08-21 13:30:03,24.25878,120.54341,1,"5,0",2026-08-21 15:18:14.887777
500616007,YouBike2.0_清水分局安寧派出所,梧棲區,中央路二段/臺灣大道八段口(北側),15,5,10,2026-08-21 14:59:03,24.2493,120.53869,1,"5,0",2026-08-21 15:18:14.887777
500616008,YouBike2.0_臺中市立圖書館梧棲親子館,梧棲區,臺灣大道九段116巷/民生街口(南側),15,9,6,2026-08-21 14:24:03,24.251971,120.532989,1,"9,0",2026-08-21 15:18:14.887777
500616009,YouBike2.0_梧棲運15運動公園,梧棲區,建國北街315巷9弄/文化路一段口(東南側),15,5,10,2026-08-21 14:09:03,24.24992,120.52935,1,"5,0",2026-08-21 15:18:14.887777
500616010,YouBike2.0_梧棲區農會本部,梧棲區,港埠路一段545號,15,4,11,2026-08-21 12:34:03,24.23694,120.5303,1,"4,0",2026-08-21 15:18:14.887777
500616011,YouBike2.0_頂魚寮公園,梧棲區,八德東路/八德一路口(東北側),15,9,6,2026-08-21 15:01:03,24.26501,120.53596,1,"9,0",2026-08-21 15:18:14.887777
500616012,YouBike2.0_草湳社區活動中心,梧棲區,自強二街/自立一街口(西側),15,3,12,2026-08-21 14:34:03,24.240913,120.530291,1,"2,1",2026-08-21 15:18:14.887777
500616013,YouBike2.0_梧棲游泳池,梧棲區,中興路/中興路217巷口(西北側),17,3,14,2026-08-21 14:45:03,24.255059,120.533436,1,"3,0",2026-08-21 15:18:14.887777
500616014,YouBike2.0_梧棲中正田徑場,梧棲區,中正路303巷70號(對側停車場),15,10,5,2026-08-21 14:05:04,24.250176,120.542699,1,"9,1",2026-08-21 15:18:14.887777
500616015,YouBike2.0_長春中華路口,梧棲區,長春路/中華路口(東南側),20,1,19,2026-08-21 10:07:02,24.25685,120.55886,1,"1,0",2026-08-21 15:18:14.887777
500616016,YouBike2.0_長春民族路口,梧棲區,長春路/民族路口(西北側),20,2,18,2026-08-21 14:50:04,24.256,120.56181,1,"2,0",2026-08-21 15:18:14.887777
500616017,YouBike2.0_大智民安路口(北側),梧棲區,大智路一段/大智路一段832巷口(西側),15,6,9,2026-08-21 12:45:04,24.255996,120.54444,1,"6,0",2026-08-21 15:18:14.887777
500616018,YouBike2.0_大智民安路口(南側),梧棲區,大智路一段731號(西側),14,2,12,2026-08-21 13:59:03,24.254967,120.546004,1,"1,1",2026-08-21 15:18:14.887777
500616019,YouBike2.0_大智中央路口(東北側),梧棲區,大智路一段/中央路二段口(東北側),15,2,13,2026-08-21 12:43:03,24.257079,120.541712,1,"2,0",2026-08-21 15:18:14.887777
500616020,YouBike2.0_大智四維東路口(北側),梧棲區,大智路二段/四維東路口(北側),12,4,8,2026-08-21 14:29:03,24.258463,120.537845,1,"4,0",2026-08-21 15:18:14.887777
500616021,YouBike2.0_大智民和路口,梧棲區,大智路一段525號,15,5,10,2026-08-21 14:09:03,24.253279,120.550595,1,"5,0",2026-08-21 15:18:14.887777
500616022,YouBike2.0_頂寮文化廣場,梧棲區,八德路一段/八德二路口(西南側),22,3,19,2026-08-21 13:40:04,24.26601,120.53376,1,"3,0",2026-08-21 15:18:14.887777
500616023,YouBike2.0_中橫一路公園,梧棲區,中橫一路/中一路口(西北側),15,10,5,2026-08-21 13:52:03,24.25668,120.52531,1,"10,0",2026-08-21 15:18:14.887777
500616024,YouBike2.0_臺中港旅客服務中心,梧棲區,中二路一段9號(公車站東南側),15,7,8,2026-08-21 13:21:04,24.25956,120.52223,1,"7,0",2026-08-21 15:18:14.887777
500616025,YouBike2.0_大智梧北路口(西北側),梧棲區,大智路二段/梧北路口(西北側),12,3,9,2026-08-21 12:28:03,24.2614,120.52977,1,"3,0",2026-08-21 15:18:14.887777
500616026,YouBike2.0_大智梧北路口(西南側),梧棲區,大智路二段/梧北路口(西南側),12,5,7,2026-08-21 13:47:02,24.2611,120.52972,1,"5,0",2026-08-21 15:18:14.887777
500616027,YouBike2.0_大智路二段195巷口(西側),梧棲區,大智路二段/大智路二段195巷口(西側),10,2,7,2026-08-21 13:25:03,24.25824,120.53763,1,"2,0",2026-08-21 15:18:14.887777
500616028,YouBike2.0_永寧國小,梧棲區,中央路一段160號(北側),15,7,8,2026-08-21 10:50:04,24.229757,120.532559,1,"7,0",2026-08-21 15:18:14.887777
500616029,YouBike2.0_文昌中央路口(東南側),梧棲區,文昌路/中央路一段口(東南側),10,1,9,2026-08-21 12:20:03,24.24505,120.53809,1,"1,0",2026-08-21 15:18:14.887777
500616030,YouBike2.0_中港高中(文昌路),梧棲區,文昌路/立德街口(北側),15,6,9,2026-08-21 15:11:03,24.2437,120.54346,1,"6,0",2026-08-21 15:18:14.887777
500616031,YouBike2.0_臺灣大道民和路口(東南側),梧棲區,臺灣大道八段/民和路一段口(東南側),15,2,13,2026-08-21 15:10:05,24.245334,120.548225,1,"2,0",2026-08-21 15:18:14.887777
500616032,YouBike2.0_臺灣大道民和路口(西北側),梧棲區,臺灣大道八段506號旁,15,9,6,2026-08-21 13:55:04,24.246117,120.547446,1,"9,0",2026-08-21 15:18:14.887777
500616033,YouBike2.0_大智中華路口,梧棲區,大智路一段/中華路二段口(西北側),15,4,11,2026-08-21 15:05:03,24.250902,120.555435,1,"4,0",2026-08-21 15:18:14.887777
500616034,YouBike2.0_臺中港科技產業園區,梧棲區,建五路2號旁,15,9,5,2026-08-21 12:56:03,24.23647,120.51536,1,"8,1",2026-08-21 15:18:14.887777
500616035,YouBike2.0_中正民和路口,梧棲區,中正路1號對側,18,5,13,2026-08-21 12:47:02,24.24958,120.54894,1,"5,0",2026-08-21 15:18:14.887777
500616037,YouBike2.0_竹圍(港埠路)公車站(東側),梧棲區,港埠路二段490號旁,15,5,10,2026-08-21 07:44:03,24.26162,120.54145,1,"5,0",2026-08-21 15:18:14.887777
500616038,YouBike2.0_臺中港郵局,梧棲區,四維路129號,15,3,12,2026-08-21 14:07:02,24.26207,120.53725,1,"3,0",2026-08-21 15:18:14.887777
500616039,YouBike2.0_頂寮里兒童公園(四維中路),梧棲區,四維中路/大智路二段370巷口,25,5,20,2026-08-21 14:20:05,24.2613,120.53427,1,"5,0",2026-08-21 15:18:14.887777
500616041,YouBike2.0_臨港大勇二路口(東北側),梧棲區,臨港路四段862號(西南側),25,6,19,2026-08-21 10:12:03,24.270629,120.5321,1,"6,0",2026-08-21 15:18:14.887777
500616042,YouBike2.0_梧棲運九棒壘球場,梧棲區,博愛北路159號對側,20,6,14,2026-08-21 15:04:04,24.255767,120.555561,1,"6,0",2026-08-21 15:18:14.887777
